"","id","attr","weak_membership","in_largest_weak","strong_membership","in_largest_strong","total_degree","weighted_degree","closeness","binarized_betweenness","betweenness","bonpow","bonpow_negative","eigen_centrality","component","burt_constraint","burt_hierarchy","effective_size","reachability","in_largest_bicomponent","health_weak_membership","health_in_largest_weak","health_strong_membership","health_in_largest_strong","health_total_degree","health_weighted_degree","health_closeness","health_binarized_betweenness","health_betweenness","health_bonpow","health_bonpow_negative","health_eigen_centrality","health_component","health_burt_constraint","health_burt_hierarchy","health_effective_size","health_reachability","health_in_largest_bicomponent","social_weak_membership","social_in_largest_weak","social_strong_membership","social_in_largest_strong","social_total_degree","social_weighted_degree","social_closeness","social_binarized_betweenness","social_betweenness","social_bonpow","social_bonpow_negative","social_eigen_centrality","social_component","social_burt_constraint","social_burt_hierarchy","social_effective_size","social_reachability","social_in_largest_bicomponent","social_bicomponent_id"
"1",0,"1020720001001",1,TRUE,1,TRUE,7,7,21.3739579048403,84.75,84.75,0.998657405058678,1.17599856990629,3.58421855570555e-10,1,0.465104560342656,0.446624520885143,4.71428571428571,0.909090909090909,NA,1,TRUE,1,TRUE,2,2,11.3854256854257,106,106,0.408321636216589,0.658981872294069,0.0146719370495917,1,0.5,0,2,0.363636363636364,NA,1,TRUE,1,TRUE,5,5,13.5080732992498,15.8,15.8,2.01559005237425,1.45592469033899,4.67918282357354e-06,1,0.501911111111111,0.383179096364996,3.4,0.428571428571429,NA,NA
"2",1,"1020720002001",1,TRUE,1,TRUE,5,5,19.7903122977813,39.75,39.75,0.667482996939815,0.883155777794372,1.27017030509584e-10,1,0.52,0.616486125397139,5,0.909090909090909,NA,1,TRUE,1,TRUE,2,2,9.83098568098568,54,54,0.339798368460936,0.766896009328847,0.00358714980715736,1,0.5,0,2,0.363636363636364,NA,1,TRUE,1,TRUE,3,3,12.7389146800912,24,24,1.18575861344475,0.83576010339659,3.06037509165522e-06,1,0.555555555555556,0.544514084996405,3,0.428571428571429,NA,NA
"3",2,"1020720004001",1,TRUE,1,TRUE,4,4,22.3861124169948,4465.25,4465.25,0.86192402404796,1.00784916142837,2.70405250316787e-10,1,0.741829473558971,0.349258234875842,-0.666666666666667,0.909090909090909,NA,13,FALSE,13,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0.00649350649350649,NA,1,TRUE,1,TRUE,4,4,14.4639146800912,744,744,2.10694117378738,1.28969533733346,5.0936279688512e-06,1,0.673511111111111,0.23470336136277,1.6,0.428571428571429,NA,NA
"4",3,"1020720005001",1,TRUE,1,TRUE,4,4,21.5294612207538,4524.25,4524.25,0.47447347344533,0.77784247385901,5.66957255355381e-11,1,0.423611111111111,0.318620061258754,3.5,0.909090909090909,NA,1,TRUE,1,TRUE,1,1,8.13423243423243,0,0,0.176635996273978,0.34579011993804,0.000830063433001904,1,1,1,1,0.363636363636364,NA,1,TRUE,1,TRUE,3,3,14.4074286824287,846.2,846.2,0.9828764688922,1.02398077556794,3.61257623660951e-06,1,0.382222222222222,0.0143655052906032,2.66666666666667,0.428571428571429,NA,NA
"5",4,"1020720006001",1,TRUE,1,TRUE,4,4,22.3750328446923,4675,4675,0.472998004246663,0.636219956752729,6.990585068035e-13,1,0.375,0.374185416306089,4,0.909090909090909,NA,12,FALSE,12,FALSE,1,1,1,0,0,0.149550732210133,0.398270734683794,0.707106781186547,2,1,1,1,0.012987012987013,NA,1,TRUE,1,TRUE,3,3,16.2087162837163,1100,1100,0.843276926757187,0.722497197993705,2.6722826291773e-05,1,0.333333333333333,0,3,0.428571428571429,NA,NA
"6",5,"1020720007001",1,TRUE,1,TRUE,2,2,21.0316551826227,4488,4488,0.216463201843534,0.402903811840275,6.1330892794176e-12,1,0.5,0,2,0.909090909090909,NA,14,FALSE,14,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,2,2,14.4713647463647,874,874,0.531844230148851,0.706823422772739,7.15736074732397e-06,1,0.5,0,2,0.428571428571429,NA,NA
"7",6,"1020720008001",1,TRUE,1,TRUE,3,3,15.9789691475672,138,138,0.402406048363666,0.794887535000636,2.94213188459637e-17,1,1.0696875,0.337967457787444,1.25,0.909090909090909,NA,8,FALSE,8,FALSE,1,1,1.5,0,0,0.171741604298657,0.339173899787979,0.5,3,1,1,1,0.0194805194805195,NA,5,FALSE,5,FALSE,2,2,3,3,3,0.576774571841996,1.09896718008538,0.324084871380684,2,1.18518518518519,0.210309917857152,1.33333333333333,0.0324675324675325,NA,NA
"8",7,"1020720009001",1,TRUE,1,TRUE,3,3,15.8123024809005,0,0,0.299191211563513,0.599164297233809,1.83297929785831e-18,1,0.84641975308642,0.402843444843848,1.66666666666667,0.909090909090909,NA,15,FALSE,15,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,5,FALSE,5,FALSE,3,3,2.83333333333333,0,0,0.672090388370805,0.999253545362881,0.561952207212263,2,0.91358024691358,0.417819272990212,1.66666666666667,0.0324675324675325,NA,NA
"9",8,"1020720010001",1,TRUE,1,TRUE,3,3,15.8123024809005,0,0,0.299191211563513,0.599164297233809,6.01880436495224e-17,1,0.84641975308642,0.402843444843848,1.66666666666667,0.909090909090909,NA,16,FALSE,16,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,5,FALSE,5,FALSE,3,3,2.83333333333333,0,0,0.672090388370805,0.999253545362881,0.561952207212263,2,0.91358024691358,0.417819272990212,1.66666666666667,0.0324675324675325,NA,NA
"10",9,"1020720011001",1,TRUE,1,TRUE,2,2,17.8749095824234,0,0,0.214057934559807,0.372649776071348,1.88263236922635e-16,1,0.750625,0.00120107807386441,1,0.909090909090909,NA,17,FALSE,17,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,2,2,12.3743617493617,0,0,0.622467877802986,0.567868910698684,7.41166911915361e-05,1,0.78125,0,1,0.428571428571429,TRUE,"30"
"11",10,"1020720011002",1,TRUE,1,TRUE,1,1,13.527099872254,0,0,0.102515009584965,0.194410817242278,3.8852145198477e-17,1,1,1,0,0.909090909090909,NA,18,FALSE,18,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,5,FALSE,5,FALSE,1,1,2.16666666666667,0,0,0.208562740280189,0.314911722712352,0.11209278032774,2,1,1,0,0.0324675324675325,NA,NA
"12",11,"1020720011003",1,TRUE,1,TRUE,5,5,19.1582429157567,544,544,0.504599620500626,0.987541838438848,3.63341504366504e-17,1,0.512222222222222,0.246805677854448,3.4,0.909090909090909,NA,8,FALSE,8,FALSE,2,2,2,1,1,0.305420025240989,0.813368520783675,0.707106781186547,3,0.5,0,2,0.0194805194805195,NA,5,FALSE,5,FALSE,3,3,3.5,4,4,0.658202173157216,0.978749295936162,0.500822961094131,2,0.814814814814815,0.0178794274869194,1.33333333333333,0.0324675324675325,NA,NA
"13",12,"1020720012001",1,TRUE,1,TRUE,4,4,20.4909670502917,205.333333333334,205.333333333334,0.408138327339042,0.79847895788239,1.35291695567247e-15,1,0.423125,0.0591125566287163,3,0.909090909090909,NA,19,FALSE,19,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,4,4,14.7604367854368,129.333333333333,129.333333333333,1.18154458107517,1.28624256061396,0.0001277500903651,1,0.4384375,0.0535697115858962,3,0.428571428571429,TRUE,"30"
"14",13,"1020720012002",1,TRUE,1,TRUE,3,3,20.5825615668862,2938,2938,0.322139005761073,0.570701264138978,4.61102554605982e-16,1,0.431111111111111,0.0122336741041929,2.33333333333333,0.909090909090909,NA,20,FALSE,20,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,3,3,14.8520313020313,1014,1014,0.889214416523386,0.907649547296662,0.000360281723800247,1,0.444722222222222,0.0155693333310944,2.33333333333333,0.428571428571429,TRUE,"30"
"15",14,"1020720013001",1,TRUE,1,TRUE,5,5,21.7639829233076,791.249999999997,791.249999999997,0.509321039854329,0.99308308396557,7.87548489994973e-16,1,0.375977777777778,0.0436570806823857,3.8,0.909090909090909,NA,8,FALSE,8,FALSE,1,1,1.5,0,0,0.171741604298657,0.339173899787979,0.5,3,1,1,1,0.0194805194805195,NA,1,TRUE,1,TRUE,4,4,14.9501193251193,98.2500000000001,98.2500000000001,1.17594175674316,1.27493567760414,0.000186382414721367,1,0.524965277777778,0.0311040754516092,2.5,0.428571428571429,TRUE,"30"
"16",15,"1020720014001",1,TRUE,1,TRUE,5,5,22.1898208139358,3478.91666666668,3478.91666666668,0.522492943091649,0.982673127048839,5.01440413263992e-15,1,0.395477777777778,0.0165096520017306,3.4,0.909090909090909,NA,21,FALSE,21,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,5,5,16.1968725718726,976.416666666667,976.416666666667,1.61722903935956,1.54446844907724,0.000227805469911907,1,0.405277777777778,0.0117827002051236,3.4,0.428571428571429,TRUE,"30"
"17",16,"1020720015001",1,TRUE,1,TRUE,4,4,21.3840664693438,1723.41666666667,1723.41666666667,0.448092002774565,0.739836787066004,2.23002851491812e-14,1,0.631319444444444,0.281546621729886,2,0.909090909090909,NA,22,FALSE,22,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,4,4,15.5548701298701,442.666666666667,442.666666666667,1.50250520292635,1.1012144530855,0.000145552583711893,1,0.64125,0.286155034534893,2,0.428571428571429,TRUE,"30"
"18",17,"1020720016001",1,TRUE,1,TRUE,4,4,21.3840664693438,1723.41666666667,1723.41666666667,0.448092002774565,0.739836787066004,2.2237472891582e-14,1,0.631319444444444,0.281546621729886,2,0.909090909090909,NA,23,FALSE,23,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,4,4,15.5548701298701,442.666666666667,442.666666666667,1.50250520292635,1.1012144530855,0.000145552583711922,1,0.64125,0.286155034534893,2,0.428571428571429,TRUE,"30"
"19",18,"1020720017001",1,TRUE,1,TRUE,3,3,19.9520724511874,189.309523809523,189.309523809523,0.339773816967126,0.571163483736791,4.38030825383375e-15,1,0.333333333333333,0,3,0.909090909090909,NA,24,FALSE,24,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,3,3,14.4257908757909,106.916666666667,106.916666666667,0.927667001528741,0.852663364733822,5.31450661680543e-05,1,0.333333333333333,0,3,0.428571428571429,TRUE,"30"
"20",19,"1020720018001",1,TRUE,1,TRUE,6,6,23.1267964620519,4262.30952380952,4262.30952380952,0.66549721554525,1.18893991489509,1.58486092415491e-13,1,0.291666666666667,0.176384094124971,5.33333333333333,0.909090909090909,NA,12,FALSE,12,FALSE,1,1,1,0,0,0.149550732210133,0.398270734683794,0.707106781186547,2,1,1,1,0.012987012987013,NA,1,TRUE,1,TRUE,5,5,17.2095820845821,1096.41666666667,1096.41666666667,1.60288136283981,1.57787210426202,9.79922088130578e-05,1,0.3,0.0503859272825185,4.2,0.428571428571429,TRUE,"30"
"21",20,"1020720018002",1,TRUE,1,TRUE,2,2,17.309526108641,0.142857142857143,0.142857142857143,0.236799404066245,0.377040494701726,4.32523411866372e-15,1,0.5,0,2,0.909090909090909,NA,25,FALSE,25,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,NA,0,0.00649350649350649,NA,1,TRUE,1,TRUE,2,2,12.2237207237207,0.25,0.25,0.615955256398953,0.569693155058545,2.30036008819759e-05,1,0.5,0,2,0.428571428571429,TRUE,"30"
"22",21,"1020720019001",1,TRUE,1,TRUE,5,5,20.9189010791784,292.166666666667,292.166666666667,0.600609860562001,0.868388070960627,2.04350800973785e-14,1,0.3225,0.335888515465894,4.2,0.909090909090909,NA,7,FALSE,7,FALSE,1,1,2,0,0,0.22916976248503,0.222996510083173,0.288675134594813,4,1,1,1,0.025974025974026,NA,1,TRUE,1,TRUE,4,4,15.3563714063714,117.916666666667,117.916666666667,1.15965118584839,1.2752412813865,4.87486600855658e-05,1,0.28515625,0.0153370681241565,3.75,0.428571428571429,TRUE,"30"
"23",22,"1020720021001",1,TRUE,1,TRUE,7,7,17.9761927753077,138.571428571429,138.571428571429,0.934214189899938,1.56540160406487,1.12499831959887e-14,1,0.84830078125,0.483150159764865,3.625,0.909090909090909,NA,7,FALSE,7,FALSE,4,4,3,3,3,0.708796980453273,1.62940168645737,0.707106781186548,4,0.375,0.374185416306089,4,0.025974025974026,NA,1,TRUE,1,TRUE,3,3,12.8903873903874,64.25,64.25,1.0684395091169,1.30420906675025,3.2473025353079e-05,1,0.765625,0.216807491063136,2.25,0.428571428571429,TRUE,"30"
"24",23,"1020720022001",1,TRUE,1,TRUE,5,5,20.9189010791784,292.166666666667,292.166666666667,0.600609860562001,0.868388070960626,1.99148798950199e-14,1,0.3225,0.335888515465894,4.2,0.909090909090909,NA,7,FALSE,7,FALSE,1,1,2,0,0,0.22916976248503,0.222996510083173,0.288675134594813,4,1,1,1,0.025974025974026,NA,1,TRUE,1,TRUE,4,4,15.3563714063714,117.916666666667,117.916666666667,1.15965118584839,1.2752412813865,4.87486600855537e-05,1,0.28515625,0.0153370681241565,3.75,0.428571428571429,TRUE,"30"
"25",24,"1020720023001",1,TRUE,1,TRUE,3,3,14.848720408045,0,0,0.435407485223845,0.397978007652629,3.39762383671868e-15,1,1.265625,1,0,0.909090909090909,NA,7,FALSE,7,FALSE,2,2,2,0,0,0.45833952497006,0.445993020166346,0.577350269189626,4,1,1,2,0.025974025974026,NA,1,TRUE,1,TRUE,1,1,10.147952047952,0,0,0.292420650270882,0.279905859260593,7.66171329957361e-06,1,1,1,0,0.428571428571429,NA,NA
"26",25,"1020720024001",2,FALSE,2,FALSE,2,2,2.61666666666667,0,0,0.241658361312947,0.326164486535791,0.103191873554588,2,1.77777777777778,1,-2,0.0454545454545455,NA,5,FALSE,5,FALSE,1,1,2.61666666666667,0,0,0.210909571968087,0.308758069412792,0.177949449931147,5,1,1,0,0.0454545454545455,NA,6,FALSE,6,FALSE,1,1,1.5,0,0,0.191603238501485,0.297551354829939,0.408248290463863,3,1,1,0,0.0194805194805195,NA,NA
"27",26,"1020720025001",2,FALSE,2,FALSE,4,4,4.33333333333333,11,11,0.433421446449555,0.752106860606833,0.193770552115503,2,0.680555555555555,0.389715127724788,1.5,0.0454545454545455,NA,5,FALSE,5,FALSE,3,3,4.33333333333333,11,11,0.58356750587472,1.03769023817432,0.456341972187895,5,0.558641975308642,0.045494069536942,2.33333333333333,0.0454545454545455,NA,6,FALSE,6,FALSE,1,1,1.5,0,0,0.191603238501485,0.297551354829939,0.408248290463863,3,1,1,0,0.0194805194805195,NA,NA
"28",27,"1020720026001",2,FALSE,2,FALSE,4,4,3.58333333333333,5,5,0.630924071956027,1.18579487001677,0.234095936153016,2,1.28703703703704,0.537099289523692,-0.666666666666667,0.0454545454545455,NA,5,FALSE,5,FALSE,2,2,3.58333333333333,5,5,0.580536902384664,1.02701014598049,0.436520853335361,5,1.18518518518519,0.210309917857152,1.33333333333333,0.0454545454545455,NA,6,FALSE,6,FALSE,2,2,2,1,1,0.477339797243325,1.20075226138449,0.816496580927726,3,1.62962962962963,0.342903845993428,1.33333333333333,0.0194805194805195,NA,NA
"29",28,"1020720027001",5,FALSE,5,FALSE,0,0,0,0,0,0.167354430396563,0.444917144960302,1,3,4,1,-2,0.00649350649350649,NA,26,FALSE,26,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0.00649350649350649,NA,10,FALSE,10,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0.00649350649350649,NA,NA
"30",29,"1020720028001",1,TRUE,1,TRUE,2,2,16.3767404620177,0,0,0.276370172249904,0.169467843709231,1.95114648631899e-14,1,1,1,2,0.909090909090909,NA,6,FALSE,6,FALSE,1,1,2.5,0,0,0.219060140683686,0.213159215862878,0.353553390593274,6,1,1,1,0.0324675324675325,NA,1,TRUE,1,TRUE,1,1,11.2019092019092,0,0,0.258802912403003,0.107471655713965,1.91374716166238e-06,1,1,1,1,0.428571428571429,NA,NA
"31",30,"1020720028002",1,TRUE,1,TRUE,2,2,16.3767404620177,0,0,0.276370172249904,0.169467843709231,1.94143203485352e-14,1,1,1,2,0.909090909090909,NA,6,FALSE,6,FALSE,1,1,2.5,0,0,0.219060140683686,0.213159215862878,0.353553390593274,6,1,1,1,0.0324675324675325,NA,1,TRUE,1,TRUE,1,1,11.2019092019092,0,0,0.258802912403003,0.107471655713965,1.91374716173176e-06,1,1,1,1,0.428571428571429,NA,NA
"32",31,"1020720029001",1,TRUE,1,TRUE,9,9,20.5616310718865,546,546,0.847485181919816,2.16339868791468,9.14983975184842e-14,1,0.209876543209877,0.304365277074206,9,0.909090909090909,NA,6,FALSE,6,FALSE,4,4,4,6,6,0.637786720167033,1.69849911035929,0.707106781186547,6,0.25,0,4,0.0324675324675325,NA,1,TRUE,1,TRUE,5,5,14.9408452658453,250,250,0.871336302252222,2.31520316236043,8.11113097925805e-06,1,0.2,0,5,0.428571428571429,NA,NA
"33",32,"1020720030001",1,TRUE,1,TRUE,2,2,16.3767404620177,0,0,0.276370172249904,0.169467843709231,1.94975870753821e-14,1,1,1,2,0.909090909090909,NA,6,FALSE,6,FALSE,1,1,2.5,0,0,0.219060140683686,0.213159215862878,0.353553390593274,6,1,1,1,0.0324675324675325,NA,1,TRUE,1,TRUE,1,1,11.2019092019092,0,0,0.258802912403003,0.107471655713965,1.91374716167625e-06,1,1,1,1,0.428571428571429,NA,NA
"34",33,"1020720032001",1,TRUE,1,TRUE,2,2,16.3767404620177,0,0,0.276370172249904,0.169467843709231,1.94906481814782e-14,1,1,1,2,0.909090909090909,NA,6,FALSE,6,FALSE,1,1,2.5,0,0,0.219060140683686,0.213159215862878,0.353553390593274,6,1,1,1,0.0324675324675325,NA,1,TRUE,1,TRUE,1,1,11.2019092019092,0,0,0.258802912403003,0.107471655713965,1.9137471616485e-06,1,1,1,1,0.428571428571429,NA,NA
"35",34,"1020720033001",2,FALSE,2,FALSE,3,3,3.83333333333333,8,8,0.346873902316888,0.511168808876908,0.334589730625782,2,0.555555555555556,0.544514084996405,3,0.0454545454545455,NA,5,FALSE,5,FALSE,2,2,3.83333333333333,8,8,0.419789339572895,0.604212446914512,0.368858213485856,5,0.5,0,2,0.0454545454545455,NA,7,FALSE,7,FALSE,1,1,1.5,0,0,0.194921294528505,0.287063123205679,0.316227766016838,4,1,1,1,0.0194805194805195,NA,NA
"36",35,"1020720034001",2,FALSE,2,FALSE,1,1,2.91666666666667,0,0,0.29239788507361,0.6154262454158,0.0763748118874109,2,1.73533950617284,0.573891457543931,-1,0.0454545454545455,NA,5,FALSE,5,FALSE,1,1,2.91666666666667,0,0,0.395974780147652,0.667218600732721,0.314055622014726,5,1.40277777777778,0.0284731803367228,0.5,0.0454545454545455,NA,11,FALSE,11,FALSE,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0.00649350649350649,NA,NA
"37",36,"1020720035001",2,FALSE,2,FALSE,6,6,3.41666666666667,5,5,0.632264531098996,1.26587073590487,0.662148294319216,2,0.555555555555556,0.720720089871339,6,0.0454545454545455,NA,5,FALSE,5,FALSE,3,3,3.41666666666667,5,5,0.563248897480492,1.10977554996215,0.448489721154805,5,0.555555555555556,0.544514084996405,3,0.0454545454545455,NA,7,FALSE,7,FALSE,3,3,2,1,1,0.496793797570552,1.26224551520203,0.707106781186547,4,0.555555555555556,0.544514084996405,3,0.0194805194805195,NA,NA
"38",37,"1020720036001",2,FALSE,2,FALSE,4,4,2.53333333333333,0,0,0.483746437493419,0.62665882095807,0.583763427803483,2,1,1,4,0.0454545454545455,NA,5,FALSE,5,FALSE,2,2,2.53333333333333,0,0,0.416896610471956,0.593949771680408,0.365657212339213,5,1,1,2,0.0454545454545455,NA,7,FALSE,7,FALSE,2,2,1.5,0,0,0.389842589057009,0.574126246411359,0.632455532033676,4,1,1,2,0.0194805194805195,NA,NA
"39",38,"1020720101001",3,FALSE,3,FALSE,6,6,2,0,0,0.743004750236529,1.08983278852237,0.627963030199555,4,1.00308641975309,0.655510809162198,0.666666666666667,0.0194805194805195,NA,9,FALSE,9,FALSE,3,3,2,0,0,0.624399790919248,0.992902345223765,0.627963030199555,7,1.00308641975309,0.438162328878873,1.66666666666667,0.0194805194805195,NA,8,FALSE,8,FALSE,3,3,2,0,0,0.612872475132889,1.04111922829293,0.627963030199555,5,1.00308641975309,0.438162328878873,1.66666666666667,0.0194805194805195,NA,NA
